# Part W7: the fields decided by a word count after a change of variables, one line per field.
# Columns: discriminant, prime p, p-class rank, coefficient field q of the change of variables, certificate file.
# The certificate records the change of variables and the high terms of the completed basis; see records/p3/flag-certificates/FORMAT.md.
discriminant	p	rank	q	certificate
-426862299	3	3	3	records/p3/flag-certificates/426862299.json
-426903007	3	3	3	records/p3/flag-certificates/426903007.json
-426917652	3	3	3	records/p3/flag-certificates/426917652.json
-426924759	3	3	3	records/p3/flag-certificates/426924759.json
-427046047	3	3	3	records/p3/flag-certificates/427046047.json
-427129403	3	3	3	records/p3/flag-certificates/427129403.json
-427177796	3	3	3	records/p3/flag-certificates/427177796.json
-427261051	3	3	3	records/p3/flag-certificates/427261051.json
-427333912	3	3	3	records/p3/flag-certificates/427333912.json
-427420491	3	3	3	records/p3/flag-certificates/427420491.json
-427466723	3	3	3	records/p3/flag-certificates/427466723.json
-427737359	3	3	3	records/p3/flag-certificates/427737359.json
-427857252	3	3	3	records/p3/flag-certificates/427857252.json
-427915687	3	3	3	records/p3/flag-certificates/427915687.json
-427917039	3	3	3	records/p3/flag-certificates/427917039.json
-428228040	3	3	3	records/p3/flag-certificates/428228040.json
-428325940	3	3	3	records/p3/flag-certificates/428325940.json
-428389384	3	3	3	records/p3/flag-certificates/428389384.json
-428497267	3	3	3	records/p3/flag-certificates/428497267.json
-428702871	3	3	3	records/p3/flag-certificates/428702871.json
-428963231	3	3	3	records/p3/flag-certificates/428963231.json
-428991123	3	3	3	records/p3/flag-certificates/428991123.json
-429046687	3	3	3	records/p3/flag-certificates/429046687.json
-429060003	3	3	3	records/p3/flag-certificates/429060003.json
-429131832	3	3	81	records/p3/flag-certificates/429131832.json
-429133224	3	3	3	records/p3/flag-certificates/429133224.json
-429171992	3	3	3	records/p3/flag-certificates/429171992.json
-429264911	3	3	9	records/p3/flag-certificates/429264911.json
-429437316	3	3	3	records/p3/flag-certificates/429437316.json
-429499460	3	3	3	records/p3/flag-certificates/429499460.json
-429631640	3	3	9	records/p3/flag-certificates/429631640.json
-429824983	3	3	9	records/p3/flag-certificates/429824983.json
-429877439	3	3	3	records/p3/flag-certificates/429877439.json
-429936771	3	3	3	records/p3/flag-certificates/429936771.json
-430119583	3	3	3	records/p3/flag-certificates/430119583.json
-430131412	3	3	3	records/p3/flag-certificates/430131412.json
-430198136	3	3	3	records/p3/flag-certificates/430198136.json
-430230207	3	3	9	records/p3/flag-certificates/430230207.json
-430313107	3	3	9	records/p3/flag-certificates/430313107.json
-430459624	3	3	3	records/p3/flag-certificates/430459624.json
-430523643	3	3	27	records/p3/flag-certificates/430523643.json
-430563479	3	3	3	records/p3/flag-certificates/430563479.json
-430612628	3	3	3	records/p3/flag-certificates/430612628.json
-430667587	3	3	3	records/p3/flag-certificates/430667587.json
-430723156	3	3	3	records/p3/flag-certificates/430723156.json
-430814759	3	3	3	records/p3/flag-certificates/430814759.json
-430921743	3	3	27	records/p3/flag-certificates/430921743.json
-430949352	3	3	3	records/p3/flag-certificates/430949352.json
-430954372	3	3	9	records/p3/flag-certificates/430954372.json
-431048543	3	3	3	records/p3/flag-certificates/431048543.json
-431164211	3	3	3	records/p3/flag-certificates/431164211.json
-431251879	3	3	3	records/p3/flag-certificates/431251879.json
-431317859	3	3	3	records/p3/flag-certificates/431317859.json
-431327663	3	3	3	records/p3/flag-certificates/431327663.json
-431489015	3	3	27	records/p3/flag-certificates/431489015.json
-431579476	3	3	3	records/p3/flag-certificates/431579476.json
-431688504	3	3	3	records/p3/flag-certificates/431688504.json
-431783087	3	3	3	records/p3/flag-certificates/431783087.json
-431844311	3	3	3	records/p3/flag-certificates/431844311.json
-431911556	3	3	3	records/p3/flag-certificates/431911556.json
-432010648	3	3	3	records/p3/flag-certificates/432010648.json
-432064731	3	3	3	records/p3/flag-certificates/432064731.json
-432104804	3	3	3	records/p3/flag-certificates/432104804.json
-432140431	3	3	3	records/p3/flag-certificates/432140431.json
-432271523	3	3	81	records/p3/flag-certificates/432271523.json
-432326919	3	3	3	records/p3/flag-certificates/432326919.json
-432470515	3	3	9	records/p3/flag-certificates/432470515.json
-432526587	3	3	3	records/p3/flag-certificates/432526587.json
-432551707	3	3	3	records/p3/flag-certificates/432551707.json
-432592003	3	3	27	records/p3/flag-certificates/432592003.json
-432794883	3	3	9	records/p3/flag-certificates/432794883.json
-432822343	3	3	3	records/p3/flag-certificates/432822343.json
-432930927	3	3	3	records/p3/flag-certificates/432930927.json
-433071371	3	3	3	records/p3/flag-certificates/433071371.json
-433103459	3	3	3	records/p3/flag-certificates/433103459.json
-433197083	3	3	3	records/p3/flag-certificates/433197083.json
-433264724	3	3	9	records/p3/flag-certificates/433264724.json
-433295411	3	3	3	records/p3/flag-certificates/433295411.json
-433468472	3	3	3	records/p3/flag-certificates/433468472.json
-433480115	3	3	3	records/p3/flag-certificates/433480115.json
-433515371	3	3	3	records/p3/flag-certificates/433515371.json
-433712407	3	3	3	records/p3/flag-certificates/433712407.json
-433725940	3	3	3	records/p3/flag-certificates/433725940.json
-433738803	3	3	3	records/p3/flag-certificates/433738803.json
-433757695	3	3	27	records/p3/flag-certificates/433757695.json
-434007912	3	3	3	records/p3/flag-certificates/434007912.json
-434041768	3	3	3	records/p3/flag-certificates/434041768.json
-434072891	3	3	3	records/p3/flag-certificates/434072891.json
-434221167	3	3	3	records/p3/flag-certificates/434221167.json
-434235943	3	3	3	records/p3/flag-certificates/434235943.json
-434381907	3	3	3	records/p3/flag-certificates/434381907.json
-434464687	3	3	3	records/p3/flag-certificates/434464687.json
-434538131	3	3	3	records/p3/flag-certificates/434538131.json
-434570731	3	3	3	records/p3/flag-certificates/434570731.json
-434625364	3	3	3	records/p3/flag-certificates/434625364.json
-434672223	3	3	3	records/p3/flag-certificates/434672223.json
-434779384	3	3	3	records/p3/flag-certificates/434779384.json
-434887576	3	3	3	records/p3/flag-certificates/434887576.json
-435005735	3	3	3	records/p3/flag-certificates/435005735.json
-435015160	3	3	3	records/p3/flag-certificates/435015160.json
-435030292	3	3	3	records/p3/flag-certificates/435030292.json
-435322840	3	3	3	records/p3/flag-certificates/435322840.json
-435519335	3	3	3	records/p3/flag-certificates/435519335.json
-435519944	3	3	3	records/p3/flag-certificates/435519944.json
-435550303	3	3	3	records/p3/flag-certificates/435550303.json
-435556787	3	3	3	records/p3/flag-certificates/435556787.json
-435596388	3	3	3	records/p3/flag-certificates/435596388.json
-435606943	3	3	3	records/p3/flag-certificates/435606943.json
-435668603	3	3	9	records/p3/flag-certificates/435668603.json
-435757524	3	3	3	records/p3/flag-certificates/435757524.json
-435832499	3	3	3	records/p3/flag-certificates/435832499.json
-435854939	3	3	3	records/p3/flag-certificates/435854939.json
-435860399	3	3	3	records/p3/flag-certificates/435860399.json
-435899291	3	3	3	records/p3/flag-certificates/435899291.json
-435940571	3	3	3	records/p3/flag-certificates/435940571.json
-435970803	3	3	3	records/p3/flag-certificates/435970803.json
-436069027	3	3	3	records/p3/flag-certificates/436069027.json
-436107703	3	3	3	records/p3/flag-certificates/436107703.json
-436218359	3	3	3	records/p3/flag-certificates/436218359.json
-436226644	3	3	3	records/p3/flag-certificates/436226644.json
-436265223	3	3	3	records/p3/flag-certificates/436265223.json
-436267191	3	3	3	records/p3/flag-certificates/436267191.json
-436460099	3	3	3	records/p3/flag-certificates/436460099.json
-436603547	3	3	3	records/p3/flag-certificates/436603547.json
-436607816	3	3	3	records/p3/flag-certificates/436607816.json
-436631171	3	3	3	records/p3/flag-certificates/436631171.json
-436858996	3	3	3	records/p3/flag-certificates/436858996.json
-436861407	3	3	3	records/p3/flag-certificates/436861407.json
-436917407	3	3	3	records/p3/flag-certificates/436917407.json
-436932943	3	3	3	records/p3/flag-certificates/436932943.json
-436966243	3	3	3	records/p3/flag-certificates/436966243.json
-437230507	3	3	3	records/p3/flag-certificates/437230507.json
-437359931	3	3	3	records/p3/flag-certificates/437359931.json
-437385019	3	3	3	records/p3/flag-certificates/437385019.json
-437398564	3	3	3	records/p3/flag-certificates/437398564.json
-437399763	3	3	3	records/p3/flag-certificates/437399763.json
-437421032	3	3	3	records/p3/flag-certificates/437421032.json
-437494019	3	3	3	records/p3/flag-certificates/437494019.json
-437840895	3	3	3	records/p3/flag-certificates/437840895.json
-437890307	3	3	3	records/p3/flag-certificates/437890307.json
-437952932	3	3	3	records/p3/flag-certificates/437952932.json
-438092519	3	3	9	records/p3/flag-certificates/438092519.json
-438459611	3	3	3	records/p3/flag-certificates/438459611.json
-438479331	3	3	3	records/p3/flag-certificates/438479331.json
-438698319	3	3	3	records/p3/flag-certificates/438698319.json
-438767003	3	3	3	records/p3/flag-certificates/438767003.json
-438842047	3	3	3	records/p3/flag-certificates/438842047.json
-438865343	3	3	3	records/p3/flag-certificates/438865343.json
-438901891	3	3	3	records/p3/flag-certificates/438901891.json
-438953828	3	3	3	records/p3/flag-certificates/438953828.json
-439339336	3	3	81	records/p3/flag-certificates/439339336.json
-439496263	3	3	3	records/p3/flag-certificates/439496263.json
-439574360	3	3	3	records/p3/flag-certificates/439574360.json
-439656215	3	3	3	records/p3/flag-certificates/439656215.json
-439727167	3	3	3	records/p3/flag-certificates/439727167.json
-440261603	3	3	3	records/p3/flag-certificates/440261603.json
-440282471	3	3	3	records/p3/flag-certificates/440282471.json
-440333995	3	3	3	records/p3/flag-certificates/440333995.json
-440385647	3	3	3	records/p3/flag-certificates/440385647.json
-440504371	3	3	3	records/p3/flag-certificates/440504371.json
-440607944	3	3	9	records/p3/flag-certificates/440607944.json
-440779279	3	3	3	records/p3/flag-certificates/440779279.json
-440861015	3	3	3	records/p3/flag-certificates/440861015.json
-440888644	3	3	3	records/p3/flag-certificates/440888644.json
-440952040	3	3	3	records/p3/flag-certificates/440952040.json
-441055627	3	3	3	records/p3/flag-certificates/441055627.json
-441085739	3	3	9	records/p3/flag-certificates/441085739.json
-441125807	3	3	3	records/p3/flag-certificates/441125807.json
-441186243	3	3	9	records/p3/flag-certificates/441186243.json
-441262072	3	3	3	records/p3/flag-certificates/441262072.json
-441282715	3	3	3	records/p3/flag-certificates/441282715.json
-441375179	3	3	9	records/p3/flag-certificates/441375179.json
-441397624	3	3	3	records/p3/flag-certificates/441397624.json
-441538079	3	3	3	records/p3/flag-certificates/441538079.json
-441694264	3	3	3	records/p3/flag-certificates/441694264.json
-441705811	3	3	3	records/p3/flag-certificates/441705811.json
-441766680	3	3	3	records/p3/flag-certificates/441766680.json
-441781604	3	3	3	records/p3/flag-certificates/441781604.json
-441863347	3	3	3	records/p3/flag-certificates/441863347.json
-441908731	3	3	3	records/p3/flag-certificates/441908731.json
-442022271	3	3	3	records/p3/flag-certificates/442022271.json
-442040827	3	3	3	records/p3/flag-certificates/442040827.json
-442078440	3	3	3	records/p3/flag-certificates/442078440.json
-442228883	3	3	3	records/p3/flag-certificates/442228883.json
-442262399	3	3	27	records/p3/flag-certificates/442262399.json
-442269512	3	3	3	records/p3/flag-certificates/442269512.json
-442444888	3	3	3	records/p3/flag-certificates/442444888.json
-442485496	3	3	3	records/p3/flag-certificates/442485496.json
-442591367	3	3	3	records/p3/flag-certificates/442591367.json
-442655924	3	3	3	records/p3/flag-certificates/442655924.json
-442661223	3	3	6561	records/p3/flag-certificates/442661223.json
-442916612	3	3	3	records/p3/flag-certificates/442916612.json
-442928335	3	3	3	records/p3/flag-certificates/442928335.json
-443242731	3	3	27	records/p3/flag-certificates/443242731.json
-443266223	3	3	3	records/p3/flag-certificates/443266223.json
-443293023	3	3	3	records/p3/flag-certificates/443293023.json
-443331795	3	3	3	records/p3/flag-certificates/443331795.json
-443359156	3	3	3	records/p3/flag-certificates/443359156.json
-443724324	3	3	3	records/p3/flag-certificates/443724324.json
-443871471	3	3	3	records/p3/flag-certificates/443871471.json
-443982351	3	3	3	records/p3/flag-certificates/443982351.json
-444081091	3	3	3	records/p3/flag-certificates/444081091.json
-444127711	3	3	3	records/p3/flag-certificates/444127711.json
-444147007	3	3	3	records/p3/flag-certificates/444147007.json
-444178308	3	3	3	records/p3/flag-certificates/444178308.json
-444188971	3	3	3	records/p3/flag-certificates/444188971.json
-444326676	3	3	3	records/p3/flag-certificates/444326676.json
-444430911	3	3	3	records/p3/flag-certificates/444430911.json
-444459347	3	3	3	records/p3/flag-certificates/444459347.json
-444564983	3	3	3	records/p3/flag-certificates/444564983.json
-444578676	3	3	3	records/p3/flag-certificates/444578676.json
-444863679	3	3	3	records/p3/flag-certificates/444863679.json
-444917563	3	3	3	records/p3/flag-certificates/444917563.json
-444920051	3	3	3	records/p3/flag-certificates/444920051.json
-444980383	3	3	9	records/p3/flag-certificates/444980383.json
-445221247	3	3	9	records/p3/flag-certificates/445221247.json
-445224859	3	3	3	records/p3/flag-certificates/445224859.json
-445315940	3	3	3	records/p3/flag-certificates/445315940.json
-445417807	3	3	3	records/p3/flag-certificates/445417807.json
-445429560	3	3	3	records/p3/flag-certificates/445429560.json
-445460639	3	3	3	records/p3/flag-certificates/445460639.json
-445466740	3	3	3	records/p3/flag-certificates/445466740.json
-445626520	3	3	27	records/p3/flag-certificates/445626520.json
-445660231	3	3	3	records/p3/flag-certificates/445660231.json
-445704043	3	3	3	records/p3/flag-certificates/445704043.json
-445749611	3	3	9	records/p3/flag-certificates/445749611.json
-445768424	3	3	3	records/p3/flag-certificates/445768424.json
-445802419	3	3	3	records/p3/flag-certificates/445802419.json
-445988072	3	3	81	records/p3/flag-certificates/445988072.json
-446051940	3	3	3	records/p3/flag-certificates/446051940.json
-446154135	3	3	3	records/p3/flag-certificates/446154135.json
-446212223	3	3	3	records/p3/flag-certificates/446212223.json
-446243647	3	3	3	records/p3/flag-certificates/446243647.json
-446322440	3	3	9	records/p3/flag-certificates/446322440.json
-446692287	3	3	3	records/p3/flag-certificates/446692287.json
-446808404	3	3	3	records/p3/flag-certificates/446808404.json
-446886695	3	3	3	records/p3/flag-certificates/446886695.json
-447111544	3	3	3	records/p3/flag-certificates/447111544.json
-447111687	3	3	3	records/p3/flag-certificates/447111687.json
-447131435	3	3	6561	records/p3/flag-certificates/447131435.json
-447240715	3	3	3	records/p3/flag-certificates/447240715.json
-447242612	3	3	3	records/p3/flag-certificates/447242612.json
-447278980	3	3	3	records/p3/flag-certificates/447278980.json
-447380383	3	3	3	records/p3/flag-certificates/447380383.json
-447406611	3	3	3	records/p3/flag-certificates/447406611.json
-447488792	3	3	3	records/p3/flag-certificates/447488792.json
-447623236	3	3	3	records/p3/flag-certificates/447623236.json
-447736711	3	3	3	records/p3/flag-certificates/447736711.json
-447770296	3	3	3	records/p3/flag-certificates/447770296.json
-447841463	3	3	3	records/p3/flag-certificates/447841463.json
-447917416	3	3	3	records/p3/flag-certificates/447917416.json
-448104891	3	3	3	records/p3/flag-certificates/448104891.json
-448108487	3	3	3	records/p3/flag-certificates/448108487.json
-448597807	3	3	3	records/p3/flag-certificates/448597807.json
-448626523	3	3	3	records/p3/flag-certificates/448626523.json
-448678523	3	3	3	records/p3/flag-certificates/448678523.json
-448808467	3	3	3	records/p3/flag-certificates/448808467.json
-448945591	3	3	3	records/p3/flag-certificates/448945591.json
-448986248	3	3	3	records/p3/flag-certificates/448986248.json
