discriminant	field	max_head_degree	head_words
-166721311	3	8	10
-167143115	3	8	13
-167309283	9	7	12
-167362379	3	8	10
-167486692	3	7	11
-167522495	3	7	12
-167616283	3	7	10
-167676440	3	8	10
-167729831	3	6	10
-167892467	3	7	11
-168144596	3	6	10
-168228388	9	9	13
-168423476	3	8	13
-168587555	3	8	10
-168629363	3	7	9
-168674379	3	6	10
-168772951	3	6	9
-168936827	3	8	14
-168941587	3	6	10
-168954179	3	6	9
-169003844	3	8	12
-169084939	3	8	12
-169565003	3	8	12
-169683887	3	8	13
-169722548	27	8	12
-169812807	3	8	13
-169863899	3	8	12
-170093352	3	7	11
-170269784	3	7	12
-170293295	3	9	14
-170316407	3	8	10
-170475647	3	8	13
-170546831	3	8	12
-170558411	3	7	11
-170591747	3	7	12
-170641299	3	7	11
-171697711	3	6	10
-171745732	3	8	13
-171847172	3	9	15
-171891672	3	7	13
-172142408	3	6	10
-172472980	3	7	12
-172519139	3	6	10
-172535059	3	8	12
-172600707	3	8	10
-172864612	3	8	12
-173055459	3	8	13
-173395336	3	7	12
-173436904	3	7	12
-173668639	3	7	11
-173695507	3	8	10
-173728479	3	9	14
-173933419	3	8	10
-173970751	3	6	10
-174083503	3	6	10
-174180459	3	8	10
-174209115	3	8	13
-174259523	3	8	10
-174499367	3	7	11
-174716383	27	8	12
-174919243	3	7	11
-174922555	3	7	12
-175252199	3	6	10
-175374843	3	5	6
-175432424	3	8	13
-175763156	3	6	9
-175922643	27	8	12
-175960952	3	8	13
-176010403	3	9	13
-176162891	3	7	11
-176217427	3	7	11
-176265463	3	6	10
-176401403	243	8	12
-176525099	3	8	12
-176696123	3	6	10
-176778823	9	8	12
-176811256	3	8	12
-176830351	3	8	10
-177117767	3	6	9
-177140660	3	8	13
-177146615	3	6	10
-177301835	3	8	10
-177353432	3	6	9
-177867732	3	8	10
-177887496	3	6	10
-177906983	3	6	10
-177935896	3	5	6
-178005176	3	9	15
-178099799	3	7	11
-178208719	3	8	12
-178310356	6561	8	12
-178446739	3	7	9
-178587192	3	6	10
-178595732	3	8	13
-178717416	3	8	12
-178745587	3	8	14
-178904532	3	6	10
-178905743	3	7	9
-178913883	3	7	12
-179016427	3	6	9
-179389396	3	7	12
-179422799	3	8	13
-179458559	9	8	12
-179558808	3	7	12
-179638936	3	8	12
-179680511	9	7	12
-179722799	9	8	10
-179908680	9	8	10
-179972851	3	7	12
-179997667	3	7	12
-180175091	3	8	12
-180273460	3	10	15
-180478139	3	7	9
-180606567	3	11	17
-180757387	3	8	11
-180849736	3	8	11
-180853743	3	7	11
-180969287	3	9	13
-181118363	3	8	10
-181153571	3	8	12
-181220372	3	6	10
-181241707	27	8	12
-181286823	3	8	12
-181342911	3	6	9
-181476599	3	5	9
-181587503	3	6	9
-181588008	3	8	10
-181640027	3	7	11
-181673411	3	5	9
-181825823	3	7	11
-181896179	9	7	12
-181922147	9	8	12
-182054323	3	6	10
-182149179	3	7	11
-182164776	3	8	14
-182212055	3	5	8
-182254047	3	6	9
-182318531	3	8	13
-182388184	3	8	13
-182542676	3	8	13
-182619055	3	7	12
-182799908	3	8	12
-182853896	9	7	12
-182899799	3	7	11
-182911171	3	10	18
-182954767	3	8	13
-183140612	3	8	11
-183409151	3	6	10
-183667579	3	8	13
-183685731	3	11	14
-183701471	3	6	11
-183810559	3	7	11
-183923899	3	6	10
-183931791	3	8	15
-184082084	3	6	9
-184351135	3	6	10
-184395227	3	11	15
-184437784	3	7	11
-184651483	27	8	12
-184715151	9	8	12
-184787051	3	8	10
-185203607	3	6	10
-185310795	3	6	10
-185339587	729	8	12
-185366740	3	8	13
-185376984	3	8	12
-185452055	3	8	12
-185493767	3	9	13
-185593748	3	8	10
-185737816	3	8	11
-185745367	3	7	12
-185794639	3	6	10
-185908231	3	6	10
-185911063	3	5	9
-185974856	3	6	10
-186160899	3	8	12
-186273811	3	7	12
-186530207	3	7	10
-186585191	3	8	13
-186732515	3	8	12
-186896084	3	7	12
-187064291	3	6	9
-187136031	3	8	10
-187240443	3	7	12
-187256667	3	10	14
-187261944	3	5	6
-187345615	3	5	5
-187487679	3	8	12
-187567459	3	8	13
-187653551	3	5	6
-187856612	3	8	10
-187888579	9	8	13
-187924299	3	7	11
-188027396	3	6	10
-188159512	3	7	12
-188294116	3	6	10
-188342147	3	7	10
-188347123	3	6	10
-188409163	3	11	17
-188521447	3	9	13
-188689423	3	8	14
-188786283	3	8	12
-188874872	3	8	10
-188923415	3	8	13
-189043395	3	6	9
-189113140	3	8	13
-189378391	3	8	10
-189455935	3	8	10
-189537171	81	8	12
-189687759	9	8	13
-189791215	3	7	11
-190047751	3	8	12
-190056363	3	6	9
-190114552	3	6	10
-190539987	9	7	12
-190729947	3	8	13
-191222072	3	7	11
-191258143	3	7	12
-191379071	3	8	12
-191500615	3	6	9
-191572984	3	6	9
-191775716	3	7	11
-191852891	3	8	13
-192408559	3	7	10
-192502695	3	11	13
-192576376	3	6	9
-192619924	3	7	12
-192644159	9	9	10
-192757064	3	8	10
-192836527	3	8	13
-192884708	9	7	11
-192940519	3	8	10
-193021492	3	8	13
-193060583	3	6	9
-193067320	9	8	12
-193088888	3	8	10
-193390792	3	6	9
-193677635	3	9	15
-193717864	729	8	12
-193724683	3	8	13
-194056151	3	8	15
-194116724	3	7	10
-194186911	3	7	13
-194796280	3	8	10
-194878735	3	8	13
-194902340	3	8	13
-194940932	3	8	11
-195028116	3	7	12
-195150847	3	8	12
-195522791	3	5	5
-195733911	3	8	13
-195742011	9	9	15
-195812867	3	7	12
-195946071	3	10	16
-196019828	3	8	12
-196027460	3	6	10
-196148436	3	7	12
-196153635	3	6	10
-196237923	9	9	15
-196435124	3	8	10
-196463815	3	8	13
-196476104	3	7	11
-196531007	3	8	12
-196569107	3	8	13
-196597871	3	6	10
-196736856	3	8	13
-197004839	3	9	15
-197305251	3	6	10
-197336239	3	7	12
-197346507	9	8	12
-197380424	243	8	12
-197520655	9	8	12
-197533055	3	9	15
-197602267	3	7	11
-197631463	3	7	12
-197755779	3	7	11
-197851299	3	8	13
-197895156	3	8	10
-198110971	3	7	12
-198122815	3	7	11
-198144483	3	6	10
-198194747	9	8	12
-198235939	3	6	10
-198400387	3	7	11
-198453563	3	6	11
-198820263	3	7	12
-198860299	3	8	12
-198877919	3	7	12
-198887288	3	7	9
-199237908	3	11	13
-199309903	3	7	12
-199344088	3	8	10
-199360376	3	5	9
-199412979	3	8	12
-199477931	3	7	12
-199690283	9	9	15
-199701204	3	8	12
-200114851	3	8	10
-200150516	3	7	11
-200237860	3	8	11
-200268852	9	8	12
-200478803	3	8	12
-200522872	9	6	10
-200543299	3	6	10
-200682148	3	6	10
-200688139	3	8	10
-200762879	3	8	12
-200765784	3	8	12
-200857544	3	8	17
-200904807	3	6	9
-201153651	3	6	10
-201184687	3	8	12
-201249147	3	7	11
-201267635	3	6	10
-201509943	3	8	10
-201670239	3	6	10
-201865828	3	6	9
-201894591	3	6	10
-201944579	3	6	10
-202033203	3	8	12
-202089347	3	8	14
-202630007	3	7	11
-202646280	3	8	10
-202649351	3	8	13
-202945827	3	8	10
-203280547	3	8	12
-203333851	27	7	12
-203335283	3	8	10
-203438815	3	7	11
-203676712	3	8	13
-203768015	3	7	11
-203858167	3	7	12
-203878004	3	6	10
-203883711	3	8	13
-203991051	3	8	10
-204038527	3	8	10
-204050292	3	6	10
-204440583	3	8	12
-204507832	3	8	12
-204642419	27	8	12
-204658815	3	6	9
-204723067	3	6	10
-204823608	3	8	17
-205076371	3	7	10
-205503987	3	6	10
-205619144	3	7	9
-205689587	3	7	12
-205724667	3	6	10
-206198743	3	7	12
-206252439	3	6	9
-206253204	3	8	12
-206311416	3	8	10
-206739031	3	6	10
-206811455	9	8	12
-206845879	3	7	11
-207000167	9	8	12
-207012155	3	7	11
-207025699	3	7	11
-207041351	3	8	12
-207042888	3	8	12
-207311908	3	8	10
-207394471	3	8	10
-207634199	3	6	10
-207990419	3	8	11
-207995032	3	8	13
-207995847	3	6	10
-208065752	3	5	9
-208367668	27	7	12
-208650767	9	7	12
-208912468	9	8	10
-208955643	3	8	12
-208981867	3	8	12
-209045512	3	8	10
-209147739	3	6	9
-209182171	3	8	10
-209225924	3	8	13
-209263531	3	8	13
-209274179	3	8	12
-209368319	3	11	18
-209407499	3	8	14
-209480295	3	8	13
-209552171	3	8	12
-209559507	3	8	11
-209676371	3	8	13
-209714011	3	6	10
-209843384	3	6	10
-210252548	3	6	10
-210377495	3	6	9
-210432088	3	8	13
-210486319	3	7	9
-210687784	243	8	12
-210834547	3	8	13
-210859419	3	6	10
-210906552	9	7	12
-211187839	9	8	12
-211227288	3	8	15
-211273319	3	8	10
-211316836	3	8	12
-211478627	3	7	11
-211518948	3	8	12
-211674011	3	7	12
-211831727	3	7	11
-211865963	3	11	13
-212003767	3	9	15
-212206063	3	8	10
-212212823	3	8	10
-212245396	3	7	12
-212258623	9	7	12
-212283492	3	11	18
-212551711	3	8	10
-212640143	3	7	11
-212683816	3	8	10
-212731016	3	7	11
-212743887	3	8	11
-212907908	3	5	6
-213013047	3	8	10
-213098367	243	8	12
-213102835	3	6	9
-213113291	3	6	8
-213148667	3	6	10
-213251971	3	10	18
-213311095	3	7	9
-213351791	9	6	10
-213510084	3	8	12
-213519091	3	6	10
-213523567	3	7	11
-213574708	3	8	12
-213725919	3	8	13
-214239847	3	8	12
-214246036	3	8	13
-214276819	81	8	12
-214281956	3	7	12
-214497487	9	7	12
-214554251	3	6	9
-214568767	3	8	10
-214784131	3	8	12
-214902679	3	10	19
-215050467	3	8	12
-215096887	3	6	10
-215191176	3	8	10
-215496739	3	7	11
-215905567	3	6	10
-216023208	3	8	10
-216101427	3	6	10
-216103128	3	8	14
-216114011	3	7	11
-216224627	3	8	12
-216240116	9	5	6
-216265508	3	8	10
-216383591	3	8	12
-216544255	3	8	14
-216576280	3	5	7
-216600463	27	8	12
-216760103	3	8	12
-216799879	3	8	12
-216895204	3	8	10
-216942043	3	8	13
-217070471	3	8	10
-217169599	3	7	10
-217403747	3	7	12
-217658847	3	6	10
-217690527	3	6	10
-217786888	3	7	9
-217853303	3	8	12
-217895863	3	8	10
-217978511	3	8	15
-217989339	3	8	12
-218070231	3	7	12
-218834760	3	8	13
-218896311	3	6	10
-218986552	3	6	10
-219151043	3	7	12
-219220087	3	8	14
-219269055	3	7	12
-219272035	3	5	6
-219464615	3	6	9
-219557348	3	6	9
-219832360	3	7	11
-219948724	3	8	13
-219962883	3	6	9
-220140383	3	8	13
-220361444	9	8	12
-220695555	3	7	12
-220840643	3	6	10
-221112004	9	8	10
-221199416	3	8	13
-221214083	3	8	12
-221216207	3	7	11
-221335715	3	8	12
-221351311	3	6	11
-221427476	3	11	11
-221522948	3	6	9
-221602115	3	8	13
-221797736	3	8	15
-221808419	3	8	11
-221837843	3	8	12
-221875943	3	8	10
-221901812	3	6	10
-222069491	3	6	9
-222184507	9	7	12
-222245319	3	8	10
-222374312	3	8	13
-222590884	3	8	13
-222644859	27	8	12
-222661736	3	7	12
-222710207	3	8	10
-222818327	3	7	11
-222856951	27	8	12
-222920963	3	6	10
-222929780	3	8	10
-223186760	3	8	12
-223207751	3	8	10
-223256451	3	6	10
-223282415	3	6	10
-223393327	3	7	11
-223639699	3	8	12
-223683096	9	6	10
-223936067	3	10	17
-223985515	3	6	9
-224022644	3	7	12
-224296403	9	7	12
-224319311	9	7	12
-224413231	3	8	13
-224466427	9	7	12
-224676019	3	11	27
-224726819	3	5	9
-224882099	243	8	12
-224985828	3	6	10
-225084623	3	7	12
-225101011	3	8	11
-225111811	3	6	11
-225229288	3	6	10
-225324367	3	6	10
-225364495	3	8	12
-225501451	3	6	10
-225836484	3	6	9
-225882328	3	5	6
-225942056	3	6	10
-226103252	3	5	9
-226134863	3	8	13
-226247927	3	6	10
-226264808	3	8	13
-226285391	27	8	12
-226492935	3	9	13
-226530804	3	8	12
-226581815	3	7	11
-226705028	3	7	11
-226776371	3	7	10
-226828667	3	6	10
-227223859	3	6	9
-227254163	3	8	13
-227373668	3	7	9
-227588063	3	8	12
-227621347	3	10	18
-227640788	3	8	12
-227824211	3	6	11
-227878467	3	8	11
-228030007	3	6	10
-228145263	3	8	13
-228153579	3	5	6
-228210632	3	6	10
-228363832	3	7	9
-228366007	3	6	9
-228970283	3	7	10
-229194311	3	5	9
-229241843	3	6	10
-229291060	3	6	10
-229443815	9	9	13
-229527640	3	7	12
-229712955	9	7	11
-229751351	3	8	14
-229883727	3	6	10
-230046103	3	8	10
-230090324	3	7	12
-230159031	3	8	11
-230164167	3	8	13
-230270659	3	8	12
-230298803	3	6	10
-230337748	3	8	10
-230428731	3	7	10
-230471699	3	8	11
-230528276	3	7	11
-230575703	3	7	12
-230822664	3	8	12
-230869047	3	8	10
-230902591	9	8	12
-230992420	27	8	12
-231016295	3	8	10
-231041463	3	8	12
-231225544	3	8	10
-231290308	3	8	10
-231334483	3	6	9
-231475976	3	7	12
-231669355	3	7	12
-231743560	9	7	12
-231751283	3	6	10
-231827883	3	8	14
-232169891	3	8	13
-232207271	3	8	13
-232278279	3	8	10
-232288451	3	8	12
-232430647	3	6	9
-232500984	3	8	17
-232562107	3	6	10
-232638215	3	7	12
-232755511	3	8	10
-232868947	3	6	10
-232990372	3	8	13
-233110363	3	7	12
-233168199	3	8	13
-233259160	3	8	12
-233261311	9	7	12
-233273028	9	8	12
-233377160	3	8	13
-233378648	3	8	12
-233384212	27	8	12
-233491316	3	8	10
-233541311	9	8	12
-233773124	3	7	10
-233825080	3	5	6
-233836583	27	8	12
-233892148	3	6	10
-233934808	3	8	10
-234095963	3	7	12
-234178367	3	6	10
-234216680	3	6	9
-234263467	3	7	11
-234373780	3	7	11
-234485215	3	8	10
-234540447	3	8	12
-234590248	3	7	11
-234596715	3	7	12
-234629443	3	8	10
-234715847	3	8	10
-234814603	3	9	10
-234884024	81	8	12
-235445387	3	8	12
-235480459	3	8	10
-235698135	3	8	11
-235786379	9	7	12
-236036532	3	6	10
-236200607	3	8	10
-236229063	3	8	10
-236316803	3	8	12
-236454871	3	8	10
-236582852	2187	8	12
-236588356	27	7	12
-236666271	243	8	12
-236838891	9	6	9
-237122947	3	8	12
-237132839	3	7	7
-237231823	3	7	11
-237341095	3	8	13
-237497707	3	8	10
-237499487	3	8	12
-237647204	3	6	10
-237682667	3	8	13
-237682887	3	6	10
-237695999	3	5	9
-237752167	3	7	12
-237819704	81	7	12
-237880760	3	8	14
-237884619	27	8	12
-238287032	3	7	9
-238415435	3	8	13
-238458587	3	5	6
-238629407	3	6	9
-238767892	3	8	12
-238811323	3	8	10
-238968328	3	7	9
-239295611	3	8	11
-239401204	3	6	9
-239677039	3	6	10
-239745711	3	7	12
-239952212	9	9	15
-239955684	3	6	10
-240016907	3	8	13
-240028388	3	7	12
-240144999	3	10	18
-240195587	3	6	10
-240302059	3	6	10
-240460552	3	8	10
-240625759	3	6	10
-240638484	3	8	10
-240822807	3	8	13
-240873128	3	7	11
-240934711	3	7	11
-241107927	6561	8	12
-241111892	3	6	10
-241254183	3	6	9
-241726580	3	11	18
-241875231	9	7	12
-242101695	3	6	10
-242119016	81	8	12
-242232791	3	8	12
-242247867	3	8	13
-242316187	3	8	11
-242340203	3	7	11
-242440899	3	6	10
-242444315	3	7	13
-242522455	3	9	13
-242686868	3	6	9
-242783219	3	6	9
-242925263	3	8	10
-243066020	3	6	10
-243078099	3	7	12
-243254904	3	8	12
-243330035	3	8	13
-243543647	9	8	12
-243630823	3	8	13
-243647527	3	8	10
-243686516	9	9	13
-244033892	3	5	8
-244128520	3	7	11
-244152292	9	8	12
-244187239	3	8	10
-244210852	27	8	12
-244269892	3	6	10
-244331403	3	6	10
-244541135	9	9	15
-244566452	27	8	12
-244574488	3	6	10
-244805735	3	6	9
-244895752	3	7	12
-244981371	3	7	12
-245064376	3	6	10
-245459320	3	8	13
-245501416	3	6	9
-245517043	3	10	15
-245523464	3	8	11
-245537240	3	7	12
-245583560	27	8	12
-245677411	3	8	12
-245717455	9	7	12
-245732088	3	9	15
-245744803	3	6	9
-245767864	3	6	10
-245862719	3	8	12
-245881960	3	6	10
-246044795	3	6	9
-246049428	3	6	10
-246295083	3	7	12
-246349464	3	6	10
-246485071	9	9	13
-246517819	3	8	11
-246519499	3	8	12
-246626351	3	8	12
-246704163	3	6	9
-246726943	3	7	12
-246798964	3	8	10
-246976439	3	8	10
-247004580	3	8	13
-247032915	3	6	10
-247076763	3	6	11
-247111131	3	6	10
-247299396	3	7	11
-247321123	3	7	11
-247346455	3	8	10
-247380063	3	6	9
-247420711	9	8	13
-247491943	3	6	10
-247630479	3	7	10
-248200611	3	8	12
-248207583	3	8	14
-248222035	3	6	10
-248347943	3	6	9
-248348027	3	7	11
-248370667	3	5	9
-248425655	3	9	15
-248561239	3	8	12
-248582615	3	5	9
-248611796	3	7	11
-248615423	3	6	10
-248690040	3	8	10
-248750871	3	7	9
-248786907	3	6	10
-248795599	3	8	10
-248796148	9	8	12
-248876740	3	8	10
-248956792	3	6	10
-249007807	3	8	13
-249052084	3	6	9
-249211131	9	8	12
-249267887	3	7	12
-249287735	3	6	10
-249300260	3	7	9
-249584363	3	8	10
-249637119	3	6	10
-249646868	3	6	10
-249905111	243	8	12
-250102687	3	8	13
-250163320	3	7	7
-250181399	3	11	18
-250312443	3	8	10
-250315519	3	7	11
-250388452	3	7	12
-250416355	3	8	10
-250651592	9	7	12
-250714824	3	6	9
-250876363	3	7	12
-250950711	3	8	10
-251159503	27	8	12
-251515748	27	8	12
-251650151	27	8	12
-251659127	27	8	12
-251659327	81	7	12
-251665151	3	7	11
-251781007	9	7	12
-251786119	3	8	12
-251813055	3	8	13
-251928587	3	8	10
-251940980	3	7	12
-252010247	3	7	12
-252011080	3	8	10
-252080196	3	6	10
-252084955	3	7	11
-252127444	3	8	12
-252167063	9	8	12
-252179896	3	8	10
-252458879	3	8	15
-252469239	3	8	12
-252895571	3	8	12
-252947443	3	8	13
-252952676	3	8	14
-253026155	3	8	12
-253162479	3	8	13
-253251611	9	8	12
-253313835	3	7	12
-253367895	3	8	13
-253375347	3	8	10
-253451747	3	7	11
-253454831	3	8	12
-253685315	3	8	12
-253774435	3	6	9
-253954095	3	8	13
-254028983	3	6	9
-254201011	3	6	10
-254249627	3	9	13
-254362767	3	7	10
-254387731	3	8	12
-254526760	3	6	10
-254569828	3	7	10
-254605147	3	6	10
-254707051	3	7	12
-254794207	3	8	10
-254801135	3	7	11
-255121651	3	8	13
-255243007	9	7	12
-255255899	3	8	12
-255285464	3	7	10
-255318879	3	7	12
-255321555	3	8	13
-255352987	3	8	10
-255474859	3	7	12
-255475579	3	6	10
-255580779	3	8	13
-255612327	3	7	12
-255744543	3	8	12
-255849683	3	8	10
-256023012	3	8	10
-256128648	3	7	12
-256182367	3	8	10
-256281607	3	8	10
-256346771	81	8	12
-256426628	243	8	12
-256506799	3	6	10
-257075528	3	8	13
-257177743	3	7	11
-257287739	27	6	10
-257290543	3	7	11
-257428399	3	8	13
-257503359	3	6	10
-257555839	3	7	11
-257658555	3	8	12
-257677391	9	8	12
-257937944	3	8	11
-257943732	3	8	10
-258109643	3	6	10
-258194407	3	8	15
-258236995	3	6	10
-258415967	3	8	10
-258547435	3	8	10
-258644163	3	8	12
-258742219	3	8	15
-258829007	3	8	13
-258905528	3	6	10
-258973259	3	7	12
-259076276	3	8	12
-259100259	3	8	11
-259176667	3	8	12
-259290571	3	6	10
-259312388	3	6	10
-259320568	3	8	12
-259322107	9	8	12
-259329716	3	6	10
-259344408	3	6	10
-259350863	3	7	11
-259372472	3	8	10
-259399396	3	7	12
-259503976	3	7	12
-259542167	3	8	13
-259549895	729	8	12
-259574259	3	7	10
-259699839	3	6	10
-259746807	9	8	12
-259785791	3	8	13
-260062679	3	8	15
-260089619	3	6	10
-260444091	3	7	11
-260587848	3	7	11
-260804559	3	6	10
-261271115	3	8	10
-261274344	3	6	10
-261403863	3	8	12
-261490404	3	8	12
-261538719	3	6	10
-261804103	3	7	11
-261891031	3	8	13
-261950955	3	6	10
-262384951	3	6	10
-262811579	3	6	10
-262871224	3	11	18
-262919831	3	8	12
-262931172	3	6	10
-263017320	3	8	13
-263289343	3	8	10
-263313967	3	6	9
-263344088	3	6	9
-263413783	3	8	11
-263458915	3	6	9
-263467499	3	6	10
-263534695	3	6	10
-263652763	9	7	12
-263682115	3	7	11
-263788292	3	6	9
-263885603	3	8	10
-263989123	9	7	12
-264097291	27	8	12
-264148387	3	10	15
-264172643	3	8	10
-264239579	3	9	15
-264392627	3	6	10
-264410680	6561	8	12
-264618035	3	6	10
-264646131	3	8	12
-265050295	3	8	11
-265214116	3	8	12
-265226215	3	6	10
-265376852	3	8	11
-265425547	3	6	10
-265568660	9	7	12
-265653871	3	5	6
-265693748	3	8	10
-265776547	3	8	11
-265871311	3	8	10
-266267480	3	8	12
-266460931	3	8	13
-266624663	3	6	10
-266733347	3	6	10
-266846755	3	6	10
-267019672	3	8	10
-267097588	3	8	12
-267263423	3	8	13
-267417667	3	6	9
-267653495	3	6	10
-267851127	3	7	11
-267855143	3	7	12
-268096708	3	11	18
-268102639	3	7	9
-268214119	3	6	10
-268303368	3	7	10
-268452059	3	8	10
-268467931	3	10	16
-268615679	3	8	12
-268817243	3	8	10
-268903931	3	5	6
-268956967	3	7	11
-269099267	3	8	12
-269318047	3	7	11
-269385780	3	8	10
-269438071	3	6	10
-269445443	3	8	12
-269489255	3	6	9
-269524052	3	8	12
-269621347	3	7	11
-269776196	3	8	14
-269866607	3	7	10
-270238163	3	6	10
-270301924	3	7	12
-270449240	3	8	13
-270525327	3	8	10
-270615640	3	8	14
-270636580	3	7	12
-270648219	3	7	11
-270678228	3	7	11
-270849935	3	8	12
-270967048	3	8	12
-270996799	3	8	10
-271035183	3	6	9
-271219783	3	6	10
-271292627	3	5	6
-271357847	3	6	10
-271601527	3	8	12
-271638196	3	5	6
-271648499	3	8	12
-271829219	27	8	12
-271974839	3	8	12
-272304679	3	8	12
-272319352	3	8	12
-272355256	729	8	12
-272460343	3	6	10
-272466424	3	7	11
-272469223	3	7	11
-272534084	3	8	10
-272840180	3	7	12
-273180644	3	7	12
-273340259	3	8	13
-273360772	3	5	9
-273361571	3	8	12
-273486260	9	8	12
-273503883	3	6	10
-273671159	3	8	10
-273770447	3	9	13
-273904923	3	6	10
-273950708	3	7	12
-273952835	3	6	10
-274416719	3	6	10
-274420612	3	7	11
-274449647	243	8	12
-274567883	3	11	18
-274607371	3	8	10
-274635960	81	8	12
-274662276	3	7	11
-274901467	3	7	11
-274924939	3	8	13
-275289263	3	6	10
-275382607	3	10	21
-275484191	3	6	9
-275490043	3	6	8
-275546260	3	8	12
-275625919	27	8	12
-275673515	3	6	9
-275838203	3	5	6
-276089327	3	7	12
-276141828	3	7	12
-276230420	3	8	10
-276275003	3	8	13
-276320867	3	8	13
-276445959	3	7	12
-276510727	3	6	10
-276544280	3	5	6
-276745891	3	8	14
-276998647	3	6	10
-277088244	3	8	12
-277173028	3	8	10
-277376648	3	8	11
-277444212	3	6	10
-277631092	9	9	14
-277777912	2187	8	12
-277833495	9	7	12
-277934980	3	7	12
-278074840	3	8	10
-278264811	3	8	12
-278439307	3	4	4
-278558303	3	11	13
-278639076	729	8	12
-278712515	3	8	10
-278764667	3	6	10
-278790827	3	8	12
-278795411	3	8	11
-278853599	3	9	13
-279007099	3	6	10
-279210891	3	7	12
-279215771	3	6	10
-279279471	3	8	10
-279381307	3	6	9
-279717892	3	8	11
-279726008	3	8	10
-279824243	3	8	10
-279915259	9	8	12
-280201391	3	6	10
-280257223	3	7	12
-280618023	3	6	10
-280622639	3	8	13
-280718247	3	6	10
-280723863	3	8	12
-280758767	9	8	13
-280784644	3	8	10
-280949667	3	8	10
-280969323	3	8	13
-281196148	3	6	10
-281406947	3	6	10
-281582363	3	6	10
-281637627	3	7	7
-281779495	3	8	13
-281873723	3	7	12
-281901368	3	5	9
-282121147	3	8	13
-282147827	3	8	10
-282348355	3	7	11
-282431059	9	8	11
-282462196	27	8	12
-282519115	3	8	10
-282608651	9	8	10
-282674635	3	7	12
-282790036	3	6	10
-282933167	9	9	13
-283018004	3	8	12
-283095223	3	8	13
-283171847	3	7	11
-283192323	3	8	12
-283216435	9	8	10
-283388308	3	7	12
-283492148	3	8	13
-283540795	3	6	10
-283591779	3	8	10
-283625983	3	8	12
-283738888	3	11	11
-283776632	3	5	7
-283931848	3	8	10
-283950319	3	8	10
-284019188	3	8	12
-284094223	3	8	12
-284162767	3	9	13
-284185444	3	6	10
-284349151	3	6	10
-284587096	3	8	13
-284734911	3	8	12
-284768571	27	8	12
-284904915	3	8	12
-284975396	3	8	13
-284979459	3	6	10
-285213547	3	6	10
-285227859	3	8	12
-285354995	3	8	14
-285407691	3	6	10
-285525295	3	8	12
-285572427	3	8	10
-285913183	3	6	9
-285926603	27	8	12
-285985272	3	8	12
-286006243	3	6	10
-286194644	3	6	10
-286208255	3	8	10
-286336164	3	6	10
-286576935	3	8	12
-286591319	9	8	12
-286626287	3	6	10
-286699987	3	6	8
-286771963	3	6	10
-286806803	3	9	14
-286895283	3	7	11
-287193083	3	6	9
-287629215	3	7	7
-287769163	3	8	10
-287784340	3	8	13
-287929028	729	8	12
-288417667	3	8	13
-288480228	3	7	10
-288579091	3	5	6
-288628595	3	8	15
-288685051	3	6	8
-288802587	9	6	10
-288869732	3	9	15
-289210676	3	6	10
-289242276	3	6	9
-289353343	3	10	17
-289489827	3	6	10
-289708791	3	6	10
-289892679	3	8	12
-289927507	3	6	10
-289934707	3	8	13
-289983307	3	8	10
-290092603	3	8	12
-290147383	3	8	12
-290290840	3	5	9
-290336271	3	7	11
-290741327	3	8	12
-290852659	3	8	10
-290926815	3	6	9
-291081028	3	7	12
-291133272	3	6	10
-291344120	3	7	11
-291356411	3	8	10
-291519512	3	5	9
-291548327	3	8	12
-291598143	3	8	13
-291698059	3	8	14
-291715240	3	6	9
-291745531	3	8	10
-291855315	3	8	12
-291861123	81	8	12
-291956387	3	6	10
-291962155	3	7	12
-292046068	3	8	10
-292133767	3	6	10
-292151144	3	8	12
-292225972	9	7	12
-292229591	3	6	10
-292475811	3	6	10
-292652884	3	8	14
-292761912	3	6	10
-292809444	3	6	9
-293079016	3	8	12
-293119259	3	8	13
-293185707	3	8	12
-293499643	3	6	10
-293528595	3	8	12
-293745668	3	6	9
-293857759	3	8	12
-293869412	3	8	12
-293973236	3	7	12
-294110267	3	8	10
-294116795	3	7	11
-294285144	243	8	12
-294393416	3	7	11
-294492047	9	8	12
-294551483	3	9	15
-294590279	3	6	9
-294609423	3	8	12
-294706707	3	8	10
-294844692	3	8	10
-295173784	3	7	12
-295398763	3	8	12
-295424203	3	8	10
-295425931	3	8	10
-295487860	3	6	9
-295529639	3	8	13
-295530103	3	5	9
-295779635	3	8	12
-296124503	3	6	9
-296379960	3	8	12
-296487087	3	8	12
-296550984	3	6	10
-296650488	3	8	10
-296651911	3	5	6
-296787027	3	6	10
-296793928	3	8	12
-296813971	3	8	12
-296820859	3	8	11
-296954423	3	8	13
-297087256	3	8	11
-297121348	3	8	12
-297265279	3	8	10
-297281096	3	8	12
-297371332	243	8	12
-297522536	3	7	9
-297732523	3	6	10
-297773119	3	8	12
-297833107	3	8	12
-297844212	3	6	10
-297846291	3	6	10
-297859871	3	7	11
-297894484	3	6	9
-297938111	9	8	12
-298048991	3	6	10
-298080635	3	7	11
-298149128	3	8	11
-298216059	3	7	13
-298449967	9	7	12
-298454820	3	6	10
-298521527	81	8	12
-298524047	3	8	12
-298565843	3	8	12
-298665895	3	6	10
-299041611	3	8	12
-299225167	3	7	11
-299225831	3	8	10
-299242499	3	7	12
-299289428	3	6	10
